log_id,station_id,item_name,date,quantity_used,unit,active_headcount,temperature_c
LOG-001449,BHR,Diesel Fuel,2026-07-16,268.9,litres,22,8.8
LOG-001450,BHR,Propane (LPG),2026-07-16,18.63,kg,22,8.8
LOG-001451,BHR,Medical Oxygen,2026-07-16,0.81,cylinders,22,8.8
LOG-001452,BHR,Medical Kit Supplies,2026-07-16,1.17,units,22,8.8
LOG-001453,BHR,Dry Rations,2026-07-16,24.62,kg,22,8.8
LOG-001454,BHR,Frozen Rations,2026-07-16,17.65,kg,22,8.8
LOG-001455,BHR,Potable Water Treatment Tablets,2026-07-16,3.46,units,22,8.8
LOG-001456,BHR,Spare Batteries (AA/Lithium),2026-07-16,1.43,units,22,8.8
LOG-001457,BHR,Diesel Fuel,2026-07-17,262.54,litres,20,8.7
LOG-001458,BHR,Propane (LPG),2026-07-17,21.3,kg,20,8.7
LOG-001459,BHR,Medical Oxygen,2026-07-17,0.81,cylinders,20,8.7
LOG-001460,BHR,Medical Kit Supplies,2026-07-17,1.72,units,20,8.7
LOG-001461,BHR,Dry Rations,2026-07-17,21.91,kg,20,8.7
LOG-001462,BHR,Frozen Rations,2026-07-17,19.19,kg,20,8.7
LOG-001463,BHR,Potable Water Treatment Tablets,2026-07-17,2.89,units,20,8.7
LOG-001464,BHR,Spare Batteries (AA/Lithium),2026-07-17,1.11,units,20,8.7
LOG-001465,BHR,Diesel Fuel,2026-07-18,210.51,litres,19,8.5
LOG-001466,BHR,Propane (LPG),2026-07-18,20.41,kg,19,8.5
LOG-001467,BHR,Medical Oxygen,2026-07-18,0.41,cylinders,19,8.5
LOG-001468,BHR,Medical Kit Supplies,2026-07-18,1.39,units,19,8.5
LOG-001469,BHR,Dry Rations,2026-07-18,23.23,kg,19,8.5
LOG-001470,BHR,Frozen Rations,2026-07-18,16.9,kg,19,8.5
LOG-001471,BHR,Potable Water Treatment Tablets,2026-07-18,2.65,units,19,8.5
LOG-001472,BHR,Spare Batteries (AA/Lithium),2026-07-18,2.5,units,19,8.5
LOG-001473,BHR,Diesel Fuel,2026-07-19,217.93,litres,19,8.3
LOG-001474,BHR,Propane (LPG),2026-07-19,15.72,kg,19,8.3
LOG-001475,BHR,Medical Oxygen,2026-07-19,0.58,cylinders,19,8.3
LOG-001476,BHR,Medical Kit Supplies,2026-07-19,1.01,units,19,8.3
LOG-001477,BHR,Dry Rations,2026-07-19,24.66,kg,19,8.3
LOG-001478,BHR,Frozen Rations,2026-07-19,18.5,kg,19,8.3
LOG-001479,BHR,Potable Water Treatment Tablets,2026-07-19,2.03,units,19,8.3
LOG-001480,BHR,Spare Batteries (AA/Lithium),2026-07-19,2.72,units,19,8.3
LOG-001481,BHR,Diesel Fuel,2026-07-20,175.01,litres,18,8.1
LOG-001482,BHR,Propane (LPG),2026-07-20,16.34,kg,18,8.1
LOG-001483,BHR,Medical Oxygen,2026-07-20,0.43,cylinders,18,8.1
LOG-001484,BHR,Medical Kit Supplies,2026-07-20,1.48,units,18,8.1
LOG-001485,BHR,Dry Rations,2026-07-20,21.45,kg,18,8.1
LOG-001486,BHR,Frozen Rations,2026-07-20,17.74,kg,18,8.1
LOG-001487,BHR,Potable Water Treatment Tablets,2026-07-20,2.47,units,18,8.1
LOG-001488,BHR,Spare Batteries (AA/Lithium),2026-07-20,2.5,units,18,8.1
LOG-001489,BHR,Diesel Fuel,2026-07-21,277.57,litres,21,7.9
LOG-001490,BHR,Propane (LPG),2026-07-21,28.23,kg,21,7.9
LOG-001491,BHR,Medical Oxygen,2026-07-21,0.66,cylinders,21,7.9
LOG-001492,BHR,Medical Kit Supplies,2026-07-21,1.77,units,21,7.9
LOG-001493,BHR,Dry Rations,2026-07-21,24.46,kg,21,7.9
LOG-001494,BHR,Frozen Rations,2026-07-21,17.13,kg,21,7.9
LOG-001495,BHR,Potable Water Treatment Tablets,2026-07-21,3.47,units,21,7.9
LOG-001496,BHR,Spare Batteries (AA/Lithium),2026-07-21,1.78,units,21,7.9
LOG-001497,BHR,Diesel Fuel,2026-07-22,265.18,litres,19,7.7
LOG-001498,BHR,Propane (LPG),2026-07-22,19.68,kg,19,7.7
LOG-001499,BHR,Medical Oxygen,2026-07-22,0.45,cylinders,19,7.7
LOG-001500,BHR,Medical Kit Supplies,2026-07-22,1.88,units,19,7.7
LOG-001501,BHR,Dry Rations,2026-07-22,23.44,kg,19,7.7
LOG-001502,BHR,Frozen Rations,2026-07-22,17.15,kg,19,7.7
LOG-001503,BHR,Potable Water Treatment Tablets,2026-07-22,3.76,units,19,7.7
LOG-001504,BHR,Spare Batteries (AA/Lithium),2026-07-22,1.83,units,19,7.7
LOG-001505,BHR,Diesel Fuel,2026-07-23,231.98,litres,22,7.5
LOG-001506,BHR,Propane (LPG),2026-07-23,22.61,kg,22,7.5
LOG-001507,BHR,Medical Oxygen,2026-07-23,0.59,cylinders,22,7.5
LOG-001508,BHR,Medical Kit Supplies,2026-07-23,1.61,units,22,7.5
LOG-001509,BHR,Dry Rations,2026-07-23,21.17,kg,22,7.5
LOG-001510,BHR,Frozen Rations,2026-07-23,14.86,kg,22,7.5
LOG-001511,BHR,Potable Water Treatment Tablets,2026-07-23,4.13,units,22,7.5
LOG-001512,BHR,Spare Batteries (AA/Lithium),2026-07-23,2.78,units,22,7.5
LOG-001513,BHR,Diesel Fuel,2026-07-24,231.42,litres,18,7.3
LOG-001514,BHR,Propane (LPG),2026-07-24,18.93,kg,18,7.3
LOG-001515,BHR,Medical Oxygen,2026-07-24,0.77,cylinders,18,7.3
LOG-001516,BHR,Medical Kit Supplies,2026-07-24,1.7,units,18,7.3
LOG-001517,BHR,Dry Rations,2026-07-24,16.31,kg,18,7.3
LOG-001518,BHR,Frozen Rations,2026-07-24,12.28,kg,18,7.3
LOG-001519,BHR,Potable Water Treatment Tablets,2026-07-24,1.98,units,18,7.3
LOG-001520,BHR,Spare Batteries (AA/Lithium),2026-07-24,0.96,units,18,7.3
LOG-001521,BHR,Diesel Fuel,2026-07-25,264.71,litres,22,7.1
LOG-001522,BHR,Propane (LPG),2026-07-25,29.11,kg,22,7.1
LOG-001523,BHR,Medical Oxygen,2026-07-25,0.6,cylinders,22,7.1
LOG-001524,BHR,Medical Kit Supplies,2026-07-25,1.15,units,22,7.1
LOG-001525,BHR,Dry Rations,2026-07-25,23.66,kg,22,7.1
LOG-001526,BHR,Frozen Rations,2026-07-25,17.95,kg,22,7.1
LOG-001527,BHR,Potable Water Treatment Tablets,2026-07-25,3.86,units,22,7.1
LOG-001528,BHR,Spare Batteries (AA/Lithium),2026-07-25,2.81,units,22,7.1
LOG-001529,BHR,Diesel Fuel,2026-07-26,209.44,litres,19,6.8
LOG-001530,BHR,Propane (LPG),2026-07-26,18.5,kg,19,6.8
LOG-001531,BHR,Medical Oxygen,2026-07-26,0.84,cylinders,19,6.8
LOG-001532,BHR,Medical Kit Supplies,2026-07-26,1.64,units,19,6.8
LOG-001533,BHR,Dry Rations,2026-07-26,19.52,kg,19,6.8
LOG-001534,BHR,Frozen Rations,2026-07-26,15.94,kg,19,6.8
LOG-001535,BHR,Potable Water Treatment Tablets,2026-07-26,3.18,units,19,6.8
LOG-001536,BHR,Spare Batteries (AA/Lithium),2026-07-26,1.56,units,19,6.8
LOG-001537,BHR,Diesel Fuel,2026-07-27,265.15,litres,20,6.6
LOG-001538,BHR,Propane (LPG),2026-07-27,27.83,kg,20,6.6
LOG-001539,BHR,Medical Oxygen,2026-07-27,0.71,cylinders,20,6.6
LOG-001540,BHR,Medical Kit Supplies,2026-07-27,1.41,units,20,6.6
LOG-001541,BHR,Dry Rations,2026-07-27,20.2,kg,20,6.6
LOG-001542,BHR,Frozen Rations,2026-07-27,16.45,kg,20,6.6
LOG-001543,BHR,Potable Water Treatment Tablets,2026-07-27,3.18,units,20,6.6
LOG-001544,BHR,Spare Batteries (AA/Lithium),2026-07-27,2.47,units,20,6.6
LOG-001545,BHR,Diesel Fuel,2026-07-28,223.36,litres,19,6.3
LOG-001546,BHR,Propane (LPG),2026-07-28,20.07,kg,19,6.3
LOG-001547,BHR,Medical Oxygen,2026-07-28,0.66,cylinders,19,6.3
LOG-001548,BHR,Medical Kit Supplies,2026-07-28,1.87,units,19,6.3
LOG-001549,BHR,Dry Rations,2026-07-28,24.26,kg,19,6.3
LOG-001550,BHR,Frozen Rations,2026-07-28,16.5,kg,19,6.3
LOG-001551,BHR,Potable Water Treatment Tablets,2026-07-28,3.39,units,19,6.3
LOG-001552,BHR,Spare Batteries (AA/Lithium),2026-07-28,1.56,units,19,6.3
LOG-001553,BHR,Diesel Fuel,2026-07-29,219.44,litres,21,6.0
LOG-001554,BHR,Propane (LPG),2026-07-29,20.58,kg,21,6.0
LOG-001555,BHR,Medical Oxygen,2026-07-29,0.54,cylinders,21,6.0
LOG-001556,BHR,Medical Kit Supplies,2026-07-29,1.61,units,21,6.0
LOG-001557,BHR,Dry Rations,2026-07-29,20.92,kg,21,6.0
LOG-001558,BHR,Frozen Rations,2026-07-29,14.49,kg,21,6.0
LOG-001559,BHR,Potable Water Treatment Tablets,2026-07-29,3.9,units,21,6.0
LOG-001560,BHR,Spare Batteries (AA/Lithium),2026-07-29,1.35,units,21,6.0
LOG-001561,BHR,Diesel Fuel,2026-07-30,283.26,litres,21,5.7
LOG-001562,BHR,Propane (LPG),2026-07-30,23.89,kg,21,5.7
LOG-001563,BHR,Medical Oxygen,2026-07-30,1.03,cylinders,21,5.7
LOG-001564,BHR,Medical Kit Supplies,2026-07-30,1.64,units,21,5.7
LOG-001565,BHR,Dry Rations,2026-07-30,20.03,kg,21,5.7
LOG-001566,BHR,Frozen Rations,2026-07-30,14.64,kg,21,5.7
LOG-001567,BHR,Potable Water Treatment Tablets,2026-07-30,2.53,units,21,5.7
LOG-001568,BHR,Spare Batteries (AA/Lithium),2026-07-30,2.41,units,21,5.7
LOG-001569,BHR,Diesel Fuel,2026-07-31,274.74,litres,21,5.4
LOG-001570,BHR,Propane (LPG),2026-07-31,17.97,kg,21,5.4
LOG-001571,BHR,Medical Oxygen,2026-07-31,0.88,cylinders,21,5.4
LOG-001572,BHR,Medical Kit Supplies,2026-07-31,1.25,units,21,5.4
LOG-001573,BHR,Dry Rations,2026-07-31,21.16,kg,21,5.4
LOG-001574,BHR,Frozen Rations,2026-07-31,18.26,kg,21,5.4
LOG-001575,BHR,Potable Water Treatment Tablets,2026-07-31,3.37,units,21,5.4
LOG-001576,BHR,Spare Batteries (AA/Lithium),2026-07-31,2.88,units,21,5.4
LOG-001577,BHR,Diesel Fuel,2026-08-01,243.73,litres,19,5.1
LOG-001578,BHR,Propane (LPG),2026-08-01,21.9,kg,19,5.1
LOG-001579,BHR,Medical Oxygen,2026-08-01,0.76,cylinders,19,5.1
LOG-001580,BHR,Medical Kit Supplies,2026-08-01,1.16,units,19,5.1
LOG-001581,BHR,Dry Rations,2026-08-01,18.69,kg,19,5.1
LOG-001582,BHR,Frozen Rations,2026-08-01,18.29,kg,19,5.1
LOG-001583,BHR,Potable Water Treatment Tablets,2026-08-01,2.48,units,19,5.1
LOG-001584,BHR,Spare Batteries (AA/Lithium),2026-08-01,2.68,units,19,5.1
LOG-001585,BHR,Diesel Fuel,2026-08-02,258.84,litres,19,4.8
LOG-001586,BHR,Propane (LPG),2026-08-02,26.17,kg,19,4.8
LOG-001587,BHR,Medical Oxygen,2026-08-02,0.45,cylinders,19,4.8
LOG-001588,BHR,Medical Kit Supplies,2026-08-02,1.9,units,19,4.8
LOG-001589,BHR,Dry Rations,2026-08-02,20.74,kg,19,4.8
LOG-001590,BHR,Frozen Rations,2026-08-02,13.24,kg,19,4.8
LOG-001591,BHR,Potable Water Treatment Tablets,2026-08-02,3.05,units,19,4.8
LOG-001592,BHR,Spare Batteries (AA/Lithium),2026-08-02,1.34,units,19,4.8
LOG-001593,BHR,Diesel Fuel,2026-08-03,214.94,litres,19,4.5
LOG-001594,BHR,Propane (LPG),2026-08-03,24.04,kg,19,4.5
LOG-001595,BHR,Medical Oxygen,2026-08-03,0.6,cylinders,19,4.5
LOG-001596,BHR,Medical Kit Supplies,2026-08-03,1.46,units,19,4.5
LOG-001597,BHR,Dry Rations,2026-08-03,19.83,kg,19,4.5
LOG-001598,BHR,Frozen Rations,2026-08-03,13.39,kg,19,4.5
LOG-001599,BHR,Potable Water Treatment Tablets,2026-08-03,2.87,units,19,4.5
LOG-001600,BHR,Spare Batteries (AA/Lithium),2026-08-03,1.89,units,19,4.5
LOG-001601,BHR,Diesel Fuel,2026-08-04,230.7,litres,18,4.2
LOG-001602,BHR,Propane (LPG),2026-08-04,22.2,kg,18,4.2
LOG-001603,BHR,Medical Oxygen,2026-08-04,0.77,cylinders,18,4.2
LOG-001604,BHR,Medical Kit Supplies,2026-08-04,1.19,units,18,4.2
LOG-001605,BHR,Dry Rations,2026-08-04,17.66,kg,18,4.2
LOG-001606,BHR,Frozen Rations,2026-08-04,13.05,kg,18,4.2
LOG-001607,BHR,Potable Water Treatment Tablets,2026-08-04,1.88,units,18,4.2
LOG-001608,BHR,Spare Batteries (AA/Lithium),2026-08-04,2.46,units,18,4.2
LOG-001609,BHR,Diesel Fuel,2026-08-05,153.85,litres,19,3.8
LOG-001610,BHR,Propane (LPG),2026-08-05,21.51,kg,19,3.8
LOG-001611,BHR,Medical Oxygen,2026-08-05,0.71,cylinders,19,3.8
LOG-001612,BHR,Medical Kit Supplies,2026-08-05,1.63,units,19,3.8
LOG-001613,BHR,Dry Rations,2026-08-05,19.34,kg,19,3.8
LOG-001614,BHR,Frozen Rations,2026-08-05,12.89,kg,19,3.8
LOG-001615,BHR,Potable Water Treatment Tablets,2026-08-05,2.34,units,19,3.8
LOG-001616,BHR,Spare Batteries (AA/Lithium),2026-08-05,2.03,units,19,3.8
LOG-001617,BHR,Diesel Fuel,2026-08-06,208.92,litres,19,3.5
LOG-001618,BHR,Propane (LPG),2026-08-06,22.66,kg,19,3.5
LOG-001619,BHR,Medical Oxygen,2026-08-06,0.77,cylinders,19,3.5
LOG-001620,BHR,Medical Kit Supplies,2026-08-06,1.19,units,19,3.5
LOG-001621,BHR,Dry Rations,2026-08-06,23.34,kg,19,3.5
LOG-001622,BHR,Frozen Rations,2026-08-06,18.75,kg,19,3.5
LOG-001623,BHR,Potable Water Treatment Tablets,2026-08-06,3.12,units,19,3.5
LOG-001624,BHR,Spare Batteries (AA/Lithium),2026-08-06,1.88,units,19,3.5
LOG-001625,BHR,Diesel Fuel,2026-08-07,235.54,litres,19,3.1
LOG-001626,BHR,Propane (LPG),2026-08-07,19.21,kg,19,3.1
LOG-001627,BHR,Medical Oxygen,2026-08-07,0.46,cylinders,19,3.1
LOG-001628,BHR,Medical Kit Supplies,2026-08-07,1.47,units,19,3.1
LOG-001629,BHR,Dry Rations,2026-08-07,18.5,kg,19,3.1
LOG-001630,BHR,Frozen Rations,2026-08-07,18.16,kg,19,3.1
LOG-001631,BHR,Potable Water Treatment Tablets,2026-08-07,3.78,units,19,3.1
LOG-001632,BHR,Spare Batteries (AA/Lithium),2026-08-07,2.77,units,19,3.1
LOG-001633,BHR,Diesel Fuel,2026-08-08,180.46,litres,22,2.8
LOG-001634,BHR,Propane (LPG),2026-08-08,28.78,kg,22,2.8
LOG-001635,BHR,Medical Oxygen,2026-08-08,1.06,cylinders,22,2.8
LOG-001636,BHR,Medical Kit Supplies,2026-08-08,1.84,units,22,2.8
LOG-001637,BHR,Dry Rations,2026-08-08,26.53,kg,22,2.8
LOG-001638,BHR,Frozen Rations,2026-08-08,16.83,kg,22,2.8
LOG-001639,BHR,Potable Water Treatment Tablets,2026-08-08,4.05,units,22,2.8
LOG-001640,BHR,Spare Batteries (AA/Lithium),2026-08-08,1.61,units,22,2.8
LOG-001641,BHR,Diesel Fuel,2026-08-09,153.04,litres,19,2.4
LOG-001642,BHR,Propane (LPG),2026-08-09,20.97,kg,19,2.4
LOG-001643,BHR,Medical Oxygen,2026-08-09,0.59,cylinders,19,2.4
LOG-001644,BHR,Medical Kit Supplies,2026-08-09,1.54,units,19,2.4
LOG-001645,BHR,Dry Rations,2026-08-09,22.17,kg,19,2.4
LOG-001646,BHR,Frozen Rations,2026-08-09,16.09,kg,19,2.4
LOG-001647,BHR,Potable Water Treatment Tablets,2026-08-09,2.82,units,19,2.4
LOG-001648,BHR,Spare Batteries (AA/Lithium),2026-08-09,1.88,units,19,2.4
LOG-001649,BHR,Diesel Fuel,2026-08-10,201.48,litres,18,2.0
LOG-001650,BHR,Propane (LPG),2026-08-10,18.84,kg,18,2.0
LOG-001651,BHR,Medical Oxygen,2026-08-10,0.37,cylinders,18,2.0
LOG-001652,BHR,Medical Kit Supplies,2026-08-10,1.55,units,18,2.0
LOG-001653,BHR,Dry Rations,2026-08-10,20.06,kg,18,2.0
LOG-001654,BHR,Frozen Rations,2026-08-10,12.86,kg,18,2.0
LOG-001655,BHR,Potable Water Treatment Tablets,2026-08-10,2.7,units,18,2.0
LOG-001656,BHR,Spare Batteries (AA/Lithium),2026-08-10,2.16,units,18,2.0
LOG-001657,BHR,Diesel Fuel,2026-08-11,269.58,litres,21,1.6
LOG-001658,BHR,Propane (LPG),2026-08-11,28.26,kg,21,1.6
LOG-001659,BHR,Medical Oxygen,2026-08-11,0.49,cylinders,21,1.6
LOG-001660,BHR,Medical Kit Supplies,2026-08-11,1.15,units,21,1.6
LOG-001661,BHR,Dry Rations,2026-08-11,20.15,kg,21,1.6
LOG-001662,BHR,Frozen Rations,2026-08-11,14.21,kg,21,1.6
LOG-001663,BHR,Potable Water Treatment Tablets,2026-08-11,3.21,units,21,1.6
LOG-001664,BHR,Spare Batteries (AA/Lithium),2026-08-11,2.76,units,21,1.6
LOG-001665,BHR,Diesel Fuel,2026-08-12,255.39,litres,20,1.2
LOG-001666,BHR,Propane (LPG),2026-08-12,16.95,kg,20,1.2
LOG-001667,BHR,Medical Oxygen,2026-08-12,0.98,cylinders,20,1.2
LOG-001668,BHR,Medical Kit Supplies,2026-08-12,1.46,units,20,1.2
LOG-001669,BHR,Dry Rations,2026-08-12,19.95,kg,20,1.2
LOG-001670,BHR,Frozen Rations,2026-08-12,17.58,kg,20,1.2
LOG-001671,BHR,Potable Water Treatment Tablets,2026-08-12,2.6,units,20,1.2
LOG-001672,BHR,Spare Batteries (AA/Lithium),2026-08-12,2.66,units,20,1.2
LOG-001673,BHR,Diesel Fuel,2026-08-13,214.6,litres,18,0.8
LOG-001674,BHR,Propane (LPG),2026-08-13,23.67,kg,18,0.8
LOG-001675,BHR,Medical Oxygen,2026-08-13,0.77,cylinders,18,0.8
LOG-001676,BHR,Medical Kit Supplies,2026-08-13,0.98,units,18,0.8
LOG-001677,BHR,Dry Rations,2026-08-13,18.93,kg,18,0.8
LOG-001678,BHR,Frozen Rations,2026-08-13,14.78,kg,18,0.8
LOG-001679,BHR,Potable Water Treatment Tablets,2026-08-13,1.9,units,18,0.8
LOG-001680,BHR,Spare Batteries (AA/Lithium),2026-08-13,0.92,units,18,0.8
LOG-001681,BHR,Diesel Fuel,2026-08-14,161.43,litres,19,0.4
LOG-001682,BHR,Propane (LPG),2026-08-14,24.84,kg,19,0.4
LOG-001683,BHR,Medical Oxygen,2026-08-14,0.75,cylinders,19,0.4
LOG-001684,BHR,Medical Kit Supplies,2026-08-14,1.26,units,19,0.4
LOG-001685,BHR,Dry Rations,2026-08-14,24.53,kg,19,0.4
LOG-001686,BHR,Frozen Rations,2026-08-14,18.8,kg,19,0.4
LOG-001687,BHR,Potable Water Treatment Tablets,2026-08-14,3.6,units,19,0.4
LOG-001688,BHR,Spare Batteries (AA/Lithium),2026-08-14,2.7,units,19,0.4
LOG-001689,BHR,Diesel Fuel,2026-08-15,176.1,litres,19,0.0
LOG-001690,BHR,Propane (LPG),2026-08-15,25.1,kg,19,0.0
LOG-001691,BHR,Medical Oxygen,2026-08-15,0.89,cylinders,19,0.0
LOG-001692,BHR,Medical Kit Supplies,2026-08-15,1.4,units,19,0.0
LOG-001693,BHR,Dry Rations,2026-08-15,17.45,kg,19,0.0
LOG-001694,BHR,Frozen Rations,2026-08-15,11.97,kg,19,0.0
LOG-001695,BHR,Potable Water Treatment Tablets,2026-08-15,3.66,units,19,0.0
LOG-001696,BHR,Spare Batteries (AA/Lithium),2026-08-15,2.66,units,19,0.0
LOG-001697,BHR,Diesel Fuel,2026-08-16,262.87,litres,22,-0.4
LOG-001698,BHR,Propane (LPG),2026-08-16,19.97,kg,22,-0.4
LOG-001699,BHR,Medical Oxygen,2026-08-16,1.0,cylinders,22,-0.4
LOG-001700,BHR,Medical Kit Supplies,2026-08-16,1.12,units,22,-0.4
LOG-001701,BHR,Dry Rations,2026-08-16,21.62,kg,22,-0.4
LOG-001702,BHR,Frozen Rations,2026-08-16,14.47,kg,22,-0.4
LOG-001703,BHR,Potable Water Treatment Tablets,2026-08-16,4.01,units,22,-0.4
LOG-001704,BHR,Spare Batteries (AA/Lithium),2026-08-16,2.91,units,22,-0.4
LOG-001705,BHR,Diesel Fuel,2026-08-17,176.32,litres,18,-0.8
LOG-001706,BHR,Propane (LPG),2026-08-17,20.49,kg,18,-0.8
LOG-001707,BHR,Medical Oxygen,2026-08-17,0.67,cylinders,18,-0.8
LOG-001708,BHR,Medical Kit Supplies,2026-08-17,1.66,units,18,-0.8
LOG-001709,BHR,Dry Rations,2026-08-17,21.07,kg,18,-0.8
LOG-001710,BHR,Frozen Rations,2026-08-17,14.69,kg,18,-0.8
LOG-001711,BHR,Potable Water Treatment Tablets,2026-08-17,2.49,units,18,-0.8
LOG-001712,BHR,Spare Batteries (AA/Lithium),2026-08-17,2.23,units,18,-0.8
LOG-001713,BHR,Diesel Fuel,2026-08-18,198.09,litres,18,-1.3
LOG-001714,BHR,Propane (LPG),2026-08-18,24.92,kg,18,-1.3
LOG-001715,BHR,Medical Oxygen,2026-08-18,0.39,cylinders,18,-1.3
LOG-001716,BHR,Medical Kit Supplies,2026-08-18,1.29,units,18,-1.3
LOG-001717,BHR,Dry Rations,2026-08-18,22.24,kg,18,-1.3
LOG-001718,BHR,Frozen Rations,2026-08-18,13.25,kg,18,-1.3
LOG-001719,BHR,Potable Water Treatment Tablets,2026-08-18,3.18,units,18,-1.3
LOG-001720,BHR,Spare Batteries (AA/Lithium),2026-08-18,2.62,units,18,-1.3
LOG-001721,BHR,Diesel Fuel,2026-08-19,290.08,litres,21,-1.7
LOG-001722,BHR,Propane (LPG),2026-08-19,20.91,kg,21,-1.7
LOG-001723,BHR,Medical Oxygen,2026-08-19,0.82,cylinders,21,-1.7
LOG-001724,BHR,Medical Kit Supplies,2026-08-19,1.87,units,21,-1.7
LOG-001725,BHR,Dry Rations,2026-08-19,22.68,kg,21,-1.7
LOG-001726,BHR,Frozen Rations,2026-08-19,14.52,kg,21,-1.7
LOG-001727,BHR,Potable Water Treatment Tablets,2026-08-19,3.26,units,21,-1.7
LOG-001728,BHR,Spare Batteries (AA/Lithium),2026-08-19,1.84,units,21,-1.7
LOG-001729,BHR,Diesel Fuel,2026-08-20,229.49,litres,19,-2.2
LOG-001730,BHR,Propane (LPG),2026-08-20,22.73,kg,19,-2.2
LOG-001731,BHR,Medical Oxygen,2026-08-20,0.43,cylinders,19,-2.2
LOG-001732,BHR,Medical Kit Supplies,2026-08-20,1.54,units,19,-2.2
LOG-001733,BHR,Dry Rations,2026-08-20,23.17,kg,19,-2.2
LOG-001734,BHR,Frozen Rations,2026-08-20,16.82,kg,19,-2.2
LOG-001735,BHR,Potable Water Treatment Tablets,2026-08-20,2.06,units,19,-2.2
LOG-001736,BHR,Spare Batteries (AA/Lithium),2026-08-20,1.24,units,19,-2.2
LOG-001737,BHR,Diesel Fuel,2026-08-21,236.32,litres,19,-2.6
LOG-001738,BHR,Propane (LPG),2026-08-21,18.81,kg,19,-2.6
LOG-001739,BHR,Medical Oxygen,2026-08-21,0.44,cylinders,19,-2.6
LOG-001740,BHR,Medical Kit Supplies,2026-08-21,0.95,units,19,-2.6
LOG-001741,BHR,Dry Rations,2026-08-21,19.44,kg,19,-2.6
LOG-001742,BHR,Frozen Rations,2026-08-21,14.14,kg,19,-2.6
LOG-001743,BHR,Potable Water Treatment Tablets,2026-08-21,2.41,units,19,-2.6
LOG-001744,BHR,Spare Batteries (AA/Lithium),2026-08-21,1.2,units,19,-2.6
LOG-001745,BHR,Diesel Fuel,2026-08-22,201.13,litres,19,-3.1
LOG-001746,BHR,Propane (LPG),2026-08-22,21.55,kg,19,-3.1
LOG-001747,BHR,Medical Oxygen,2026-08-22,0.67,cylinders,19,-3.1
LOG-001748,BHR,Medical Kit Supplies,2026-08-22,1.05,units,19,-3.1
LOG-001749,BHR,Dry Rations,2026-08-22,17.78,kg,19,-3.1
LOG-001750,BHR,Frozen Rations,2026-08-22,15.61,kg,19,-3.1
LOG-001751,BHR,Potable Water Treatment Tablets,2026-08-22,3.03,units,19,-3.1
LOG-001752,BHR,Spare Batteries (AA/Lithium),2026-08-22,2.44,units,19,-3.1
LOG-001753,BHR,Diesel Fuel,2026-08-23,169.55,litres,21,-3.6
LOG-001754,BHR,Propane (LPG),2026-08-23,22.01,kg,21,-3.6
LOG-001755,BHR,Medical Oxygen,2026-08-23,0.91,cylinders,21,-3.6
LOG-001756,BHR,Medical Kit Supplies,2026-08-23,1.81,units,21,-3.6
LOG-001757,BHR,Dry Rations,2026-08-23,23.6,kg,21,-3.6
LOG-001758,BHR,Frozen Rations,2026-08-23,20.94,kg,21,-3.6
LOG-001759,BHR,Potable Water Treatment Tablets,2026-08-23,2.61,units,21,-3.6
LOG-001760,BHR,Spare Batteries (AA/Lithium),2026-08-23,2.14,units,21,-3.6
LOG-001761,BHR,Diesel Fuel,2026-08-24,189.36,litres,21,-4.1
LOG-001762,BHR,Propane (LPG),2026-08-24,20.19,kg,21,-4.1
LOG-001763,BHR,Medical Oxygen,2026-08-24,0.59,cylinders,21,-4.1
LOG-001764,BHR,Medical Kit Supplies,2026-08-24,1.2,units,21,-4.1
LOG-001765,BHR,Dry Rations,2026-08-24,20.3,kg,21,-4.1
LOG-001766,BHR,Frozen Rations,2026-08-24,14.92,kg,21,-4.1
LOG-001767,BHR,Potable Water Treatment Tablets,2026-08-24,2.73,units,21,-4.1
LOG-001768,BHR,Spare Batteries (AA/Lithium),2026-08-24,2.69,units,21,-4.1
LOG-001769,BHR,Diesel Fuel,2026-08-25,190.2,litres,20,-4.5
LOG-001770,BHR,Propane (LPG),2026-08-25,18.96,kg,20,-4.5
LOG-001771,BHR,Medical Oxygen,2026-08-25,0.78,cylinders,20,-4.5
LOG-001772,BHR,Medical Kit Supplies,2026-08-25,1.59,units,20,-4.5
LOG-001773,BHR,Dry Rations,2026-08-25,19.56,kg,20,-4.5
LOG-001774,BHR,Frozen Rations,2026-08-25,12.86,kg,20,-4.5
LOG-001775,BHR,Potable Water Treatment Tablets,2026-08-25,2.61,units,20,-4.5
LOG-001776,BHR,Spare Batteries (AA/Lithium),2026-08-25,2.9,units,20,-4.5
LOG-001777,BHR,Diesel Fuel,2026-08-26,260.99,litres,20,-5.0
LOG-001778,BHR,Propane (LPG),2026-08-26,20.56,kg,20,-5.0
LOG-001779,BHR,Medical Oxygen,2026-08-26,0.92,cylinders,20,-5.0
LOG-001780,BHR,Medical Kit Supplies,2026-08-26,1.44,units,20,-5.0
LOG-001781,BHR,Dry Rations,2026-08-26,21.44,kg,20,-5.0
LOG-001782,BHR,Frozen Rations,2026-08-26,18.59,kg,20,-5.0
LOG-001783,BHR,Potable Water Treatment Tablets,2026-08-26,3.3,units,20,-5.0
LOG-001784,BHR,Spare Batteries (AA/Lithium),2026-08-26,2.19,units,20,-5.0
LOG-001785,BHR,Diesel Fuel,2026-08-27,198.48,litres,20,-5.5
